point_code,point_description,latitude,longitude,elev,ortho_ht,UTM Zone,UTM Easting,UTM Northing,site_name,deployable,deployment_issue,difficulty_rating,updated_by,update_datetime,Notes,Region,Transect,Transect meters,utm_E,utm_N,utm_zone,utm_letter
RK1457,,39.8815994,-79.3756027,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,638900.5997627935,4415878.753976019,17.0,S
RK1458,,39.9025002,-79.3602982,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,640166.7447492625,4418222.575404051,17.0,S
RK1459,,39.8824997,-79.3836975,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,638206.5803013784,4415966.127988974,17.0,S
RK1460,,39.9007988,-79.3644028,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,639819.3129629649,4418027.290683238,17.0,S
RK1461,,39.9015007,-79.3880997,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,637792.0765210679,4418068.361750928,17.0,S
RK1462,,39.8683014,-79.4054031,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,636378.6209232913,4414356.82234115,17.0,S
RK1463,,39.8908997,-79.3792038,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,638573.9273294522,4416905.45691585,17.0,S
RK1464,,39.8972015,-79.3386002,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,642032.5913743556,4417668.724759094,17.0,S
RK1465,,39.8919983,-79.3731995,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,639085.0832661048,4417036.73077244,17.0,S
RK1466,,39.903801,-79.3648987,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,639770.8167930286,4418359.747801357,17.0,S
RK1467,,39.8880005,-79.3254013,,,,,,SGL 111,,,,Chapin Czarnecki,,,,,,643180.1682323294,4416668.521386033,17.0,S
RK1468,,40.2665,-78.6275,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,701736.0034819389,4460037.243129335,17.0,T
RK1469,,40.2703,-78.5926,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704692.4096076321,4460539.149834215,17.0,T
RK1470,,40.2609,-78.6024,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703887.3102363361,4459473.041331447,17.0,T
RK1471,,40.266,-78.5897,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704951.9975445787,4460068.50506198,17.0,T
RK1472,,40.2909,-78.5875,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705063.7948324208,4462837.793707791,17.0,T
RK1473,,40.2614,-78.6271,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,701785.1820823667,4459471.997296164,17.0,T
RK1474,,40.2611,-78.622,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702219.8079097929,4459450.322167902,17.0,T
RK1475,,40.2868,-78.5969,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704277.0637000948,4462360.91629341,17.0,T
RK1476,,40.2687,-78.5965,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704365.5935355176,4460352.526106698,17.0,T
RK1477,,40.2681,-78.605,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703644.5833063049,4460266.343537836,17.0,T
RK1478,,40.2709,-78.6124,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703006.9302819673,4460560.189800526,17.0,T
RK1479,,40.2727,-78.6053,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703605.2680365017,4460776.30696729,17.0,T
RK1480,,40.2875,-78.5872,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705099.5817469487,4462461.047504565,17.0,T
RK1481,,40.2776,-78.6017,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703896.6536042355,4461328.54564484,17.0,T
RK1482,,40.2851,-78.6114,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703049.4533811193,4462138.846491873,17.0,T
RK1483,,40.2685,-78.6088,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703320.2431434013,4460302.019142684,17.0,T
RK1484,,40.2753,-78.5969,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704311.7027919723,4461084.280390349,17.0,T
RK1485,,40.2672,-78.6002,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704055.46880838,4460177.479050934,17.0,T
RK1486,,40.2718,-78.6179,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702536.5584810857,4460647.509410297,17.0,T
RK1487,,40.2608,-78.5874,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705163.3089056012,4459496.568233257,17.0,T
RK1488,,40.2716,-78.6088,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703310.9540748951,4460646.154740266,17.0,T
RK1489,,40.272,-78.6228,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702119.3034938499,4460658.518999732,17.0,T
RK1490,,40.2572,-78.6076,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703456.1593559245,4459050.345521248,17.0,T
RK1491,,40.2789,-78.5977,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704232.8410889242,4461482.077529724,17.0,T
RK1492,,40.2749,-78.5832,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705477.8035119786,4461071.569132002,17.0,T
RK1493,,40.2925,-78.581,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705611.5002069916,4463030.487906793,17.0,T
RK1494,,40.2789,-78.593,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704632.4530989092,4461492.9267645115,17.0,T
RK1495,,40.2636,-78.6232,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702110.3080246313,4459725.111790741,17.0,T
RK1496,,40.2928,-78.5963,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704309.9916728456,4463028.372432246,17.0,T
RK1497,,40.259,-78.5953,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704496.8638627388,4459278.48313136,17.0,T
RK1498,,40.2755,-78.5933,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704617.2016110134,4461114.793488491,17.0,T
RK1499,,40.2914,-78.6068,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703421.6258281241,4462848.77880298,17.0,T
RK1500,,40.2679,-78.5858,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705277.9061644005,4460288.457746819,17.0,T
RK1501,,40.2647,-78.603,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703824.8698863531,4459893.504201676,17.0,T
RK1502,,40.2699,-78.6272,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,701751.4060876742,4460415.364461591,17.0,T
RK1503,,40.29,-78.5399,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,709113.0036013926,4462849.215767026,17.0,T
RK1504,,40.2739,-78.602,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703882.2658274533,4460917.111860029,17.0,T
RK1505,,40.2869,-78.552,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708093.8913131574,4462476.569356189,17.0,T
RK1506,,40.28,-78.6082,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703336.7940830151,4461580.029398732,17.0,T
RK1507,,40.2721,-78.5974,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704278.8238525616,4460727.889684175,17.0,T
RK1508,,40.2886,-78.5368,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,709380.8594185882,4462701.124129893,17.0,T
RK1508a,moved point from appl2022 fieldwork,40.288796,-78.536689,,,,,,,,,,Pat Lyon,20230710,,,,,709389.6904987927,4462723.145126039,17.0,T
RK1509,,40.2825,-78.6045,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703643.8703150796,4461866.060509938,17.0,T
RK1510,,40.294,-78.599,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704076.8622300057,4463155.359741741,17.0,T
RK1511,,40.2815,-78.5809,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705653.3589873787,4461809.586739709,17.0,T
RK1512,,40.2654,-78.5947,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704528.6056095732,4459990.342089656,17.0,T
RK1513,,40.2612,-78.6148,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702831.8397891512,4459477.882141,17.0,T
RK1514,,40.2644,-78.599,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704165.9387949267,4459869.411643897,17.0,T
RK1515,,40.2851,-78.5886,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704987.8182115763,4462191.376797644,17.0,T
RK1516,,40.2704,-78.6022,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703875.7769255827,4460528.11088391,17.0,T
RK1517,,40.2614,-78.6178,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702576.10537409,4459493.2204729775,17.0,T
RK1518,,40.2763,-78.6056,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703568.9558239944,4461175.259149165,17.0,T
RK1519,,40.2644,-78.6171,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702626.6804264116,4459827.855054969,17.0,T
RK1520,,40.2672,-78.6204,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702337.69389331,4460131.143909741,17.0,T
RK1521,,40.2689,-78.6237,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702052.0056882075,4460312.330708995,17.0,T
RK1522,,40.2681,-78.6143,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702853.7369803161,4460245.005099354,17.0,T
RK1523,,40.2566,-78.6042,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703747.1334589792,4458991.55162717,17.0,T
RK1524,,40.2572,-78.6007,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704043.0110692437,4459066.212734463,17.0,T
RK1525,,40.2605,-78.598,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704262.7180479136,4459438.77188831,17.0,T
RK1526,,40.2614,-78.5926,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704719.2568261684,4459551.14628702,17.0,T
RK1527,,40.2584,-78.6053,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703648.1764150162,4459188.843109893,17.0,T
RK1528,,40.2836,-78.6094,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703223.9800843165,4461976.916862849,17.0,T
RK1529,,40.2876,-78.6096,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703194.9907832104,4462420.504780065,17.0,T
RK1530,,40.2917,-78.6123,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702953.1838357467,4462869.46058629,17.0,T
RK1531,,40.2919,-78.6027,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703768.6560679451,4462913.712618757,17.0,T
RK1532,,40.2905,-78.5961,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704333.9245987509,4462773.506383525,17.0,T
RK1533,,40.2876,-78.6024,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703807.0829519036,4462437.052006342,17.0,T
RK1534,,40.2868,-78.606,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703503.4376449905,4462339.962728741,17.0,T
RK1535,,40.2828,-78.5999,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704034.0563018657,4461909.952380494,17.0,T
RK1536,,40.2826,-78.5946,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704485.2595780144,4461899.974846018,17.0,T
RK1537,,40.2868,-78.5919,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704702.1333235368,4462372.463130598,17.0,T
RK1538,,40.2819,-78.5897,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704903.9686038052,4461833.592715413,17.0,T
RK1539,,40.2932,-78.6093,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703203.7107925948,4463042.8593329685,17.0,T
RK1540,,40.2922,-78.5904,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704813.342030319,4462975.396879973,17.0,T
RK1541,,40.2871,-78.5811,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705619.3749005012,4462430.789964613,17.0,T
RK1542,,40.2845,-78.5844,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705346.7028140012,4462134.50071712,17.0,T
RK1543,,40.2801,-78.5856,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705257.998498498,4461643.265913624,17.0,T
RK1544,,40.2757,-78.5884,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705033.235041636,4461148.327735461,17.0,T
RK1545,,40.2701,-78.5884,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705050.1596635606,4460526.661638493,17.0,T
RK1546,,40.2718,-78.5837,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705444.6763854225,4460726.272456328,17.0,T
RK1547,,40.2896,-78.5921,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704676.6785440331,4462682.834383435,17.0,T
RK1548,,40.2788,-78.5893,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704947.3435870736,4461490.38140266,17.0,T
RK1549,,40.2655,-78.5861,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705259.6542475711,4460021.334409781,17.0,T
RK1550,,40.2954,-78.5829,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705441.1987133363,4463348.012630902,17.0,T
RK1551,,40.2936,-78.5866,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705132.1333376745,4463139.61130951,17.0,T
RK1552,,40.2897,-78.5997,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,704030.2986381123,4462676.395056773,17.0,T
RK1553,,40.2787,-78.605,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,703612.767924464,4461443.066363607,17.0,T
RK1554,,40.2784,-78.5826,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705518.216709199,4461461.503082808,17.0,T
RK1555,,40.2877,-78.5455,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708644.022477736,4462580.675632364,17.0,T
RK1556,,40.2664,-78.6236,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702067.9536783518,4460035.030692545,17.0,T
RK1557,,40.2634,-78.62,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702383.0412705308,4459710.214852028,17.0,T
RK1558,,40.2693,-78.6169,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702629.0568467648,4460372.268009132,17.0,T
RK1559,,40.2722,-78.6148,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,702798.9636898523,4460699.006984265,17.0,T
RK1560,,40.2896,-78.534,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,709615.8022295649,4462818.762063057,17.0,T
RK1561,,40.2865,-78.5343,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,709599.8814145513,4462473.912244061,17.0,T
RK1562,,40.292,-78.5377,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,709293.8525751992,4463076.439637751,17.0,T
RK1563,,40.2933,-78.5419,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708932.812683379,4463210.836084402,17.0,T
RK1564,,40.2946,-78.5461,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708571.7865812837,4463345.249369428,17.0,T
RK1564a,moved point from appl2022 fieldwork,40.293839,-78.546023,,,,,,,,,,Pat Lyon,20230710,,,,,708580.6733844152,4463260.950100568,17.0,T
RK1565,,40.2914,-78.5461,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708581.6317895832,4462990.008742534,17.0,T
RK1566,,40.2904,-78.5507,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708193.6628225284,4462868.169318995,17.0,T
RK1567,,40.2901,-78.5429,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708857.6641801203,4462853.235930031,17.0,T
RK1568,,40.2881,-78.5769,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,705973.3948571854,4462551.56370128,17.0,T
RK1568a,moved point from appl2022 fieldwork,40.287926,-78.576377,,,,,,,,,,Pat Lyon,20230710,,,,,706018.3850456801,4462533.464316967,17.0,T
RK1569,,40.2873,-78.5411,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,709019.3141357875,4462546.648006561,17.0,T
RK1570,,40.2929,-78.5488,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708347.498694821,4463150.170369854,17.0,T
RK1571,,40.2888,-78.5487,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708368.5995947383,4462695.253935387,17.0,T
RK1572,,40.2896,-78.554,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,707915.583559534,4462771.60479584,17.0,T
RK1573,,40.2873,-78.5552,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,707820.6198698459,4462513.458840625,17.0,T
RK1574,,40.2847,-78.5504,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708236.6698033365,4462236.103249553,17.0,T
RK1575,,40.2849,-78.5536,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,707964.0020604001,4462250.785408921,17.0,T
RK1576,,40.2851,-78.5565,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,707716.8409644042,4462266.181088566,17.0,T
RK1577,,40.2857,-78.5475,,,,,,Blue Knob SP,,,,Chapin Czarnecki,,,,,,708480.1448283457,4462353.939610092,17.0,T
RK1578,,41.7964,-77.619,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282402.0233533643,4630486.960045751,18.0,T
RK1579,,41.7764,-77.6103,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,283057.44928904716,4628244.202399623,18.0,T
RK1580,,41.7675,-77.6353,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280949.2271755069,4627319.3816712415,18.0,T
RK1581,,41.7851,-77.6176,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282480.1229886627,4629228.685936025,18.0,T
RK1582,,41.7984,-77.5756,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,286014.8203310984,4630600.008743477,18.0,T
RK1583,,41.799,-77.6504,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279801.87215610896,4630855.678478326,18.0,T
RK1583a,moved point from appl2023a field work,41.798128,-77.65025,,,,,,SGL 64_208,,,,,,,,,,279811.34805221565,4630758.468480992,18.0,T
RK1584,,41.7876,-77.6233,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282014.896465351,4629520.72708743,18.0,T
RK1585,,41.8045,-77.6152,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282745.1509647337,4631376.7493222775,18.0,T
RK1586,,41.8011,-77.6181,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282492.71071479947,4631006.559484626,18.0,T
RK1587,,41.8038,-77.5804,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,285634.00951700786,4631211.581035822,18.0,T
RK1588,,41.787,-77.6735,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,277841.07625107584,4629582.693819356,18.0,T
RK1589,,41.7854,-77.6377,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280810.7227747932,4629313.079927771,18.0,T
RK1590,,41.7867,-77.6553,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279352.5292371595,4629502.48012475,18.0,T
RK1591,,41.7749,-77.6533,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279478.28016218945,4628187.095553742,18.0,T
RK1592,,41.7805,-77.648,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279937.97093662934,4628795.321491307,18.0,T
RK1593,,41.778,-77.6398,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280610.95942322316,4628496.758173272,18.0,T
RK1594,,41.7753,-77.6491,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279828.7490095964,4628220.741397879,18.0,T
RK1595,,41.7651,-77.6381,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280708.28859117074,4627060.031067431,18.0,T
RK1595a,moved point from appl2023a field work,41.765057,-77.638285,,,,,,SGL 64_208,,,,,,,,,,280692.7627044035,4627055.728459324,18.0,T
RK1596,,41.8067,-77.6465,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280152.2577414416,4631700.68353982,18.0,T
RK1597,,41.8114,-77.6505,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279836.0524902106,4632232.812049287,18.0,T
RK1598,,41.7874,-77.6897,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,276496.1889708289,4629669.127358053,18.0,T
RK1599,,41.7936,-77.6826,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,277107.71690931055,4630339.119929662,18.0,T
RK1600,,41.7899,-77.6407,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280576.7638718226,4629820.409299194,18.0,T
RK1601,,41.7566,-77.6115,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282890.9144664794,4626048.690046023,18.0,T
RK1602,,41.7966,-77.666,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,278497.4310636824,4630629.296103232,18.0,T
RK1603,,41.7478,-77.634,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280990.2749212608,4625128.628701186,18.0,T
RK1604,,41.7835,-77.6208,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282208.76652903494,4629059.131704292,18.0,T
RK1605,,41.7648,-77.6265,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,281671.5965071982,4626997.189374727,18.0,T
RK1606,,41.7847,-77.6808,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,277226.45223326853,4629346.207879615,18.0,T
RK1607,,41.7795,-77.6301,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,281422.27106840536,4628638.595289438,18.0,T
RK1608,,41.7779,-77.6265,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,281716.04747216904,4628451.783567547,18.0,T
RK1609,,41.7812,-77.6218,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282117.86682823004,4628806.279912269,18.0,T
RK1610,,41.7723,-77.6492,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279810.16893225873,4627887.883636899,18.0,T
RK1611,,41.806,-77.6413,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280581.8718465516,4631609.658265176,18.0,T
RK1612,,41.7972,-77.6091,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,283227.3209861618,4630550.759642017,18.0,T
RK1613,,41.7817,-77.6626,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,278728.6677117934,4628966.062550494,18.0,T
RK1614,,41.7482,-77.6397,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280517.6609194497,4625187.5784518365,18.0,T
RK1615,,41.7825,-77.6059,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,283443.7020884433,4628910.433477568,18.0,T
RK1616,,41.7896,-77.6182,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282445.48554054124,4629729.875612047,18.0,T
RK1617,,41.7718,-77.632,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,281238.1719004832,4627788.438727284,18.0,T
RK1617a,moved point from appl2023a field work,41.771595,-77.632056,,,,,,SGL 64_208,,,,,,,,,,281232.81993505056,4627765.818530752,18.0,T
RK1618,,41.7679,-77.6502,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279711.98191651405,4627401.879329318,18.0,T
RK1619,,41.8075,-77.6098,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,283203.9067081609,4631696.218125132,18.0,T
RK1620,,41.7784,-77.5925,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,284543.6253208524,4628421.49424224,18.0,T
RK1621,,41.773,-77.6137,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282763.37099107355,4627875.263388554,18.0,T
RK1622,,41.8057,-77.6044,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,283646.45909306925,4631482.732267363,18.0,T
RK1623,,41.7989,-77.654,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279502.4130029476,4630853.809883281,18.0,T
RK1624,,41.8043,-77.6213,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282237.68263169995,4631369.98999112,18.0,T
RK1625,,41.7953,-77.6516,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279689.4853375948,4630447.913520215,18.0,T
RK1626,,41.8002,-77.6764,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,277645.73873229604,4631055.9060225105,18.0,T
RK1627,,41.8101,-77.6066,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,283478.5132279448,4631976.844221534,18.0,T
RK1628,,41.7703,-77.6179,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282405.1303665794,4627586.086999432,18.0,T
RK1629,,41.79,-77.6508,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279737.8011579185,4629857.359079802,18.0,T
RK1630,,41.7676,-77.6295,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,281431.7117259364,4627315.719535753,18.0,T
RK1631,,41.752,-77.6423,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280314.4283675754,4625616.161527629,18.0,T
RK1632,,41.7967,-77.6455,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,280201.1372128287,4630587.740317241,18.0,T
RK1633,,41.7698,-77.6065,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,283351.067756166,4627501.768358995,18.0,T
RK1634,,41.7624,-77.5631,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,286934.1966576105,4626571.604911529,18.0,T
RK1635,,41.7846,-77.6486,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279902.13638464874,4629252.11460967,18.0,T
RK1636,,41.7816,-77.6176,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282468.2842910481,4628840.053568489,18.0,T
RK1637,,41.7915,-77.6229,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,282061.3574594654,4629952.760345445,18.0,T
RK1638,,41.7861,-77.66,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,278959.87898481253,4629447.93850865,18.0,T
RK1639,,41.7933,-77.6768,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,277588.6299869387,4630290.775128132,18.0,T
RK1640,,41.7971,-77.6815,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,277211.2524854922,4630724.90156716,18.0,T
RK1641,,41.7636,-77.5486,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,288143.5964398253,4626669.0102413995,18.0,T
RK1642,,41.7811,-77.634,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,281103.57639702165,4628826.18393818,18.0,T
RK1643,,41.7953,-77.6582,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279141.0740900872,4630464.861825507,18.0,T
RK1644,,41.7782,-77.6528,,,,,,SGL 64_208,,,,Chapin Czarnecki,,,,,,279531.15070650686,4628552.238223923,18.0,T
