point_code,point_description,latitude,longitude,elev,ortho_ht,UTM Zone,UTM Easting,UTM Northing,site_name,deployable,deployment_issue,difficulty_rating,updated_by,update_datetime,Notes,Region,Transect,Transect meters,utm_E,utm_N,utm_zone,utm_letter
del983,,41.2051,-75.4485,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462397.57966935955,4561622.465880279,18.0,T
del984,,41.2082,-75.4467,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462550.2603866512,4561965.8324203305,18.0,T
del985,,41.2242,-75.4822,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459583.9074982077,4563757.953749234,18.0,T
del986,,41.2223,-75.4817,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459624.6470131083,4563546.794213349,18.0,T
del987,,41.2223,-75.4817,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459624.6470131083,4563546.794213349,18.0,T
del988,,41.2223,-75.4817,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459624.6470131083,4563546.794213349,18.0,T
del989,,41.2016,-75.4456,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462638.72688465926,4561232.667601119,18.0,T
del990,,41.1992,-75.4449,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462696.05568570236,4560965.934014961,18.0,T
del991,,41.197,-75.4481,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462426.4834465139,4560723.081004308,18.0,T
del992,,41.2094,-75.458,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461603.6074599031,4562103.976702989,18.0,T
del993,,41.2124,-75.4562,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461756.25783438294,4562436.22565222,18.0,T
del993a,moved point from appl2022 fieldwork,41.21232,-75.45786,,,,,,,,,,Pat Lyon,20230710,,,,,461617.0510727752,4562428.075891309,18.0,T
del994,,41.2238,-75.4511,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462190.36325338297,4563699.556766023,18.0,T
del995,,41.2316,-75.4935,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,458641.446665238,4564584.775227982,18.0,T
del996,,41.2321,-75.49,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,458935.0835840902,4564638.623147114,18.0,T
del997,,41.2331,-75.4869,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459195.5046990411,4564748.177827031,18.0,T
del998,,41.2287,-75.4885,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459058.67184919695,4564260.466389584,18.0,T
del999,,41.2266,-75.4846,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459384.23349527875,4564025.506716939,18.0,T
ECL2024,Tree between lake and road,41.638538,-80.495206,,,,,,Pymatuning,,,,,,,Tuttle Pond,,,542041.6577667323,4609767.834707832,17.0,T
grid1_1,localization array point for loca2023,39.9043406,-79.364293,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639821.4982296968,4418420.589850919,17.0,S
grid1_10,localization array point for loca2023,39.9055262,-79.366154,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639660.0027573775,4418549.274594186,17.0,S
grid1_11,localization array point for loca2023,39.9051421,-79.363774,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639864.2346460547,4418510.366426872,17.0,S
grid1_12,localization array point for loca2023,39.9053384,-79.364304,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639818.5290079346,4418531.324923507,17.0,S
grid1_13,localization array point for loca2023,39.9055346,-79.364834,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639772.8238324297,4418552.272588233,17.0,S
grid1_14,localization array point for loca2023,39.9057308,-79.365364,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639727.118916135,4418573.220520697,17.0,S
grid1_15,localization array point for loca2023,39.905927,-79.365894,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639681.4142590491,4418594.168720904,17.0,S
grid1_16,localization array point for loca2023,39.9055429,-79.363515,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639885.5596131587,4418555.259585405,17.0,S
grid1_17,localization array point for loca2023,39.9057391,-79.364045,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639839.8543750094,4418576.206850664,17.0,S
grid1_18,localization array point for loca2023,39.9059353,-79.364575,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639794.1493960698,4418597.154383665,17.0,S
grid1_19,localization array point for loca2023,39.9061315,-79.365105,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639748.4446763424,4418618.102184406,17.0,S
grid1_2,localization array point for loca2023,39.9045368,-79.364823,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639775.792401971,4418441.537511858,17.0,S
grid1_20,localization array point for loca2023,39.9063278,-79.365635,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639702.7400126514,4418639.061352541,17.0,S
grid1_21,localization array point for loca2023,39.9059437,-79.363255,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639906.969798575,4418600.1543801045,17.0,S
grid1_22,localization array point for loca2023,39.9061399,-79.363785,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639861.2647568091,4418621.101513135,17.0,S
grid1_23,localization array point for loca2023,39.9063361,-79.364315,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639815.559974255,4418642.048913905,17.0,S
grid1_24,localization array point for loca2023,39.9065324,-79.364845,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639769.8552476394,4418663.007682067,17.0,S
grid1_25,localization array point for loca2023,39.9067285,-79.365375,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639724.1511867912,4418683.9445186695,17.0,S
grid1_26,localization array point for loca2023,39.9046391,-79.364428,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639809.3508563588,4418453.51089927,17.0,S
grid1_27,localization array point for loca2023,39.9048353,-79.364958,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639763.645256426,4418474.4586279625,17.0,S
grid1_28,localization array point for loca2023,39.9050315,-79.365488,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639717.9399157019,4418495.406624395,17.0,S
grid1_29,localization array point for loca2023,39.9052277,-79.366018,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639672.234834183,4418516.354888567,17.0,S
grid1_3,localization array point for loca2023,39.904733,-79.365353,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639730.0868334526,4418462.485440534,17.0,S
grid1_30,localization array point for loca2023,39.9050399,-79.364169,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639830.6763189321,4418498.403888081,17.0,S
grid1_31,localization array point for loca2023,39.9052361,-79.364699,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639784.9709156312,4418519.35148505,17.0,S
grid1_32,localization array point for loca2023,39.9054323,-79.365229,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639739.265771539,4418540.29934976,17.0,S
grid1_33,localization array point for loca2023,39.9056285,-79.365759,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639693.560886654,4418561.247482209,17.0,S
grid1_34,localization array point for loca2023,39.9054406,-79.363909,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639852.0872038339,4418543.28741278,17.0,S
grid1_35,localization array point for loca2023,39.9056368,-79.364439,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639806.3819968483,4418564.234877519,17.0,S
grid1_36,localization array point for loca2023,39.9058331,-79.364969,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639760.6768458183,4418585.193709649,17.0,S
grid1_37,localization array point for loca2023,39.9060293,-79.365499,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639714.9721573226,4418606.141709872,17.0,S
grid1_38,localization array point for loca2023,39.9058414,-79.36365,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639873.4121366888,4418588.180540152,17.0,S
grid1_39,localization array point for loca2023,39.9060376,-79.36418,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639827.7071263375,4418609.1278731655,17.0,S
grid1_4,localization array point for loca2023,39.9049292,-79.365883,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639684.3815241402,4418483.43363695,17.0,S
grid1_40,localization array point for loca2023,39.9062338,-79.36471,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639782.002375197,4418630.075473922,17.0,S
grid1_41,localization array point for loca2023,39.90643,-79.36524,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639736.2978832705,4418651.02334242,17.0,S
grid1_5,localization array point for loca2023,39.9051255,-79.366413,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639638.6762709571,4418504.393200756,17.0,S
grid1_6,localization array point for loca2023,39.9047414,-79.364034,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639842.823726517,4418465.482870888,17.0,S
grid1_7,localization array point for loca2023,39.9049376,-79.364564,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639797.1180954215,4418486.430400103,17.0,S
grid1_8,localization array point for loca2023,39.9051338,-79.365094,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639751.4127235332,4418507.378197058,17.0,S
grid1_9,localization array point for loca2023,39.90533,-79.365624,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,639705.7076108509,4418528.32626175,17.0,S
grid2_101,localization array point for loca2023,39.9099454,-79.347102,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641279.5537310635,4419069.766931486,17.0,S
grid2_110,localization array point for loca2023,39.9097113,-79.344689,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641486.294157055,4419047.604023827,17.0,S
grid2_111,localization array point for loca2023,39.9105976,-79.344827,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641472.6742919703,4419145.761769504,17.0,S
grid2_121,localization array point for loca2023,39.9105454,-79.345413,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641422.6919789263,4419139.039257698,17.0,S
grid2_131,localization array point for loca2023,39.9104931,-79.345999,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641372.7097979324,4419132.305975888,17.0,S
grid2_141,localization array point for loca2023,39.9104408,-79.346585,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641322.7275432016,4419125.57302375,17.0,S
grid2_151,localization array point for loca2023,39.9103885,-79.347172,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641272.6597371951,4419118.838818813,17.0,S
grid2_161,localization array point for loca2023,39.9110407,-79.344896,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641465.8645637514,4419194.835103612,17.0,S
grid2_171,localization array point for loca2023,39.9109885,-79.345482,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641415.8825705977,4419188.112627582,17.0,S
grid2_181,localization array point for loca2023,39.9109362,-79.346068,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641365.9007094821,4419181.379381544,17.0,S
grid2_191,localization array point for loca2023,39.910884,-79.346655,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641315.8330921449,4419174.655981886,17.0,S
grid2_201,localization array point for loca2023,39.9108317,-79.347241,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641265.8510835656,4419167.923395757,17.0,S
grid2_210,localization array point for loca2023,39.909659,-79.345275,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641436.3114098983,4419040.870340802,17.0,S
grid2_211,localization array point for loca2023,39.9114839,-79.344966,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641458.9692211965,4419243.917960214,17.0,S
grid2_221,localization array point for loca2023,39.9114317,-79.345552,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641408.9875479424,4419237.1955205165,17.0,S
grid2_231,localization array point for loca2023,39.9113794,-79.346138,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641359.0060067205,4419230.462310815,17.0,S
grid2_241,localization array point for loca2023,39.9113271,-79.346724,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641309.0243917599,4419223.729430785,17.0,S
grid2_251,localization array point for loca2023,39.9112748,-79.34731,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641259.0427030596,4419216.99688043,17.0,S
grid2_261,localization array point for loca2023,39.9099067,-79.345017,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641457.8551934012,4419068.773016506,17.0,S
grid2_271,localization array point for loca2023,39.9098544,-79.345603,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641407.872569288,4419062.039516484,17.0,S
grid2_281,localization array point for loca2023,39.9098022,-79.346189,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641357.8896658269,4419055.317445807,17.0,S
grid2_291,localization array point for loca2023,39.9097499,-79.346775,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641307.9068943143,4419048.584605126,17.0,S
grid2_301,localization array point for loca2023,39.9103499,-79.345086,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641451.0453182138,4419117.8574570995,17.0,S
grid2_310,localization array point for loca2023,39.9096068,-79.345861,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641386.3283833612,4419034.1480871225,17.0,S
grid2_311,localization array point for loca2023,39.9102976,-79.345672,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641401.0630140483,4419111.123992848,17.0,S
grid2_321,localization array point for loca2023,39.9102454,-79.346258,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641351.0804305383,4419104.401957946,17.0,S
grid2_331,localization array point for loca2023,39.9101931,-79.346844,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641301.0979789735,4419097.669153037,17.0,S
grid2_341,localization array point for loca2023,39.910793,-79.345155,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641444.2357164042,4419166.930805422,17.0,S
grid2_351,localization array point for loca2023,39.9107407,-79.345741,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641394.2537321139,4419160.197376941,17.0,S
grid2_361,localization array point for loca2023,39.9106885,-79.346327,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641344.2714684892,4419153.475377814,17.0,S
grid2_371,localization array point for loca2023,39.9106362,-79.346913,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641294.2893367975,4419146.74260868,17.0,S
grid2_381,localization array point for loca2023,39.9112362,-79.345224,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641437.425976479,4419216.01526083,17.0,S
grid2_391,localization array point for loca2023,39.9111839,-79.34581,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641387.4443121422,4419209.281868123,17.0,S
grid2_401,localization array point for loca2023,39.9111317,-79.346396,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641337.4623684764,4419202.559904769,17.0,S
grid2_411,localization array point for loca2023,39.9110794,-79.346982,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641287.4805567361,4419195.827171409,17.0,S
grid2_42,localization array point for loca2023,39.9095545,-79.346447,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641336.3454888113,4419027.415063438,17.0,S
grid2_51,localization array point for loca2023,39.9095022,-79.347033,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641286.362520526,4419020.682369421,17.0,S
grid2_61,localization array point for loca2023,39.9101544,-79.344758,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641479.4842935953,4419096.677343124,17.0,S
grid2_71,localization array point for loca2023,39.9101021,-79.345344,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641429.5018663123,4419089.94369587,17.0,S
grid2_81,localization array point for loca2023,39.9100499,-79.34593,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641379.5191596545,4419083.221477964,17.0,S
grid2_91,localization array point for loca2023,39.9099977,-79.346516,,,,,,SGL111,,,,Chapin Czarnecki,5/16/2023 14:56:00,,,,,641329.5363794051,4419076.499589727,17.0,S
Guabal000m,,,,,,,,,Guabal,,,,Sam Lapp,11/20/2023 11:34:02,,El Cope,,0.0,,,,
Guabal100m,,8.672266966,-80.59006403,687.763916,,17P,545098.0,958644.0,,,,,,,,,,,545097.8877650169,958643.5706179771,17.0,P
Guabal150m,,8.67251901,-80.59027903,731.013611,,17P,545074.0,958671.0,,,,,,,,,,,545074.2047445959,958671.4105882484,17.0,P
Guabal200m,,8.672871972,-80.59034399,679.965088,,17P,545067.0,958710.0,,,,,,,,,,,545067.0161788977,958710.4256566241,17.0,P
loca2023_grid1_1,measured (accurate) position of deployed loca recorder,39.90435002,-79.36426026,707.372,741.428,,,,loca2023_grid1,,,,,,,,,,639824.2778517667,4418421.686709308,17.0,S
loca2023_grid1_10,measured (accurate) position of deployed loca recorder,39.90556719,-79.36614485,718.608,752.664,,,,loca2023_grid1,,,,,,,,,,639660.7016760362,4418553.838652893,17.0,S
loca2023_grid1_11,measured (accurate) position of deployed loca recorder,39.90516784,-79.36377217,713.627,747.683,,,,loca2023_grid1,,,,,,,,,,639864.3387255764,4418513.226343541,17.0,S
loca2023_grid1_12,measured (accurate) position of deployed loca recorder,39.90537807,-79.36431388,719.621,753.677,,,,loca2023_grid1,,,,,,,,,,639817.6037652636,4418535.7126825815,17.0,S
loca2023_grid1_13,measured (accurate) position of deployed loca recorder,39.90555335,-79.36479554,723.627,757.683,,,,loca2023_grid1,,,,,,,,,,639776.0734109788,4418554.413982363,17.0,S
loca2023_grid1_14,measured (accurate) position of deployed loca recorder,39.90572955,-79.36532872,726.671,760.727,,,,loca2023_grid1,,,,,,,,,,639730.1373033585,4418573.13698862,17.0,S
loca2023_grid1_15,measured (accurate) position of deployed loca recorder,39.90594747,-79.36593724,726.699,760.755,,,,loca2023_grid1,,,,,,,,,,639677.6763942324,4418596.373171616,17.0,S
loca2023_grid1_16,measured (accurate) position of deployed loca recorder,39.90551325,-79.36360661,716.809,750.865,,,,loca2023_grid1,,,,,,,,,,639877.7887908824,4418551.825011801,17.0,S
loca2023_grid1_17,measured (accurate) position of deployed loca recorder,39.90569286,-79.3641097,722.892,756.948,,,,loca2023_grid1,,,,,,,,,,639834.4176479459,4418570.973037326,17.0,S
loca2023_grid1_18,measured (accurate) position of deployed loca recorder,39.90590466,-79.36459542,727.916,761.972,,,,loca2023_grid1,,,,,,,,,,639792.4661268189,4418593.721478257,17.0,S
loca2023_grid1_19,measured (accurate) position of deployed loca recorder,39.90617107,-79.36517766,736.305,770.361,,,,loca2023_grid1,,,,,,,,,,639742.1530843002,4418622.380587956,17.0,S
loca2023_grid1_2,measured (accurate) position of deployed loca recorder,39.9045331,-79.36471565,700.362,734.418,,,,loca2023_grid1,,,,,,,,,,639784.9767042163,4418441.29488675,17.0,S
loca2023_grid1_20,measured (accurate) position of deployed loca recorder,39.90642268,-79.36560174,733.519,767.575,,,,loca2023_grid1,,,,,,,,,,639705.3903805622,4418649.644744698,17.0,S
loca2023_grid1_21,measured (accurate) position of deployed loca recorder,39.90592086,-79.36331513,714.239,748.295,,,,loca2023_grid1,,,,,,,,,,639901.876180253,4418597.524996681,17.0,S
loca2023_grid1_22,measured (accurate) position of deployed loca recorder,39.906172,-79.36375028,724.346,758.402,,,,loca2023_grid1,,,,,,,,,,639864.1674212299,4418624.718891204,17.0,S
loca2023_grid1_23,measured (accurate) position of deployed loca recorder,39.90630775,-79.36428447,728.886,762.942,,,,loca2023_grid1,,,,,,,,,,639818.2274016758,4418638.949973185,17.0,S
loca2023_grid1_24,measured (accurate) position of deployed loca recorder,39.90656984,-79.36485721,736.853,770.909,,,,loca2023_grid1,,,,,,,,,,639768.7354039683,4418667.144276952,17.0,S
loca2023_grid1_25,measured (accurate) position of deployed loca recorder,39.90672669,-79.36540496,736.245,770.301,,,,loca2023_grid1,,,,,,,,,,639721.5938255582,4418683.696728246,17.0,S
loca2023_grid1_26,measured (accurate) position of deployed loca recorder,39.90466314,-79.36437544,713.902,747.958,,,,loca2023_grid1,,,,,,,,,,639813.795045105,4418456.261558725,17.0,S
loca2023_grid1_27,measured (accurate) position of deployed loca recorder,39.9048192,-79.36494896,716.11,750.166,,,,loca2023_grid1,,,,,,,,,,639764.4507587773,4418472.685735577,17.0,S
loca2023_grid1_28,measured (accurate) position of deployed loca recorder,39.90501844,-79.36554939,717.128,751.184,,,,loca2023_grid1,,,,,,,,,,639712.718584688,4418493.860944955,17.0,S
loca2023_grid1_29,measured (accurate) position of deployed loca recorder,39.90522095,-79.36600451,720.206,754.262,,,,loca2023_grid1,,,,,,,,,,639673.4017218587,4418515.626765644,17.0,S
loca2023_grid1_3,measured (accurate) position of deployed loca recorder,39.90467859,-79.36529922,717.827,751.883,,,,loca2023_grid1,,,,,,,,,,639734.7947538604,4418456.530288868,17.0,S
loca2023_grid1_30,measured (accurate) position of deployed loca recorder,39.9050101,-79.36420948,715.556,749.612,,,,loca2023_grid1,,,,,,,,,,639827.2765220056,4418495.0327963345,17.0,S
loca2023_grid1_31,measured (accurate) position of deployed loca recorder,39.90518354,-79.36468084,715.823,749.879,,,,loca2023_grid1,,,,,,,,,,639786.6301513363,4418513.545941251,17.0,S
loca2023_grid1_32,measured (accurate) position of deployed loca recorder,39.90545808,-79.36524996,723.414,757.47,,,,loca2023_grid1,,,,,,,,,,639737.4216456241,4418543.12803464,17.0,S
loca2023_grid1_33,measured (accurate) position of deployed loca recorder,39.90559589,-79.36577637,726.043,760.099,,,,loca2023_grid1,,,,,,,,,,639692.1422906725,4418557.600709482,17.0,S
loca2023_grid1_34,measured (accurate) position of deployed loca recorder,39.90536354,-79.36391864,717.814,751.87,,,,loca2023_grid1,,,,,,,,,,639851.4198718518,4418534.718922239,17.0,S
loca2023_grid1_35,measured (accurate) position of deployed loca recorder,39.90562875,-79.36451619,723.503,757.559,,,,loca2023_grid1,,,,,,,,,,639799.7999063034,4418563.220488396,17.0,S
loca2023_grid1_36,measured (accurate) position of deployed loca recorder,39.90587599,-79.36502008,732.301,766.357,,,,loca2023_grid1,,,,,,,,,,639756.2231961496,4418589.87439164,17.0,S
loca2023_grid1_37,measured (accurate) position of deployed loca recorder,39.90605967,-79.36541988,733.71,767.766,,,,loca2023_grid1,,,,,,,,,,639721.6738455696,4418609.63648884,17.0,S
loca2023_grid1_38,measured (accurate) position of deployed loca recorder,39.90587453,-79.36371711,722.427,756.483,,,,loca2023_grid1,,,,,,,,,,639867.607977076,4418591.752719894,17.0,S
loca2023_grid1_39,measured (accurate) position of deployed loca recorder,39.90603813,-79.36420408,727.148,761.204,,,,loca2023_grid1,,,,,,,,,,639825.6476222406,4418609.148989181,17.0,S
loca2023_grid1_4,measured (accurate) position of deployed loca recorder,39.90486655,-79.36578461,715.285,749.341,,,,loca2023_grid1,,,,,,,,,,639692.9195881267,4418476.633642231,17.0,S
loca2023_grid1_40,measured (accurate) position of deployed loca recorder,39.90624701,-79.36466873,730.88,764.936,,,,loca2023_grid1,,,,,,,,,,639785.5033854821,4418631.60635198,17.0,S
loca2023_grid1_41,measured (accurate) position of deployed loca recorder,39.90646945,-79.36523044,736.054,770.11,,,,loca2023_grid1,,,,,,,,,,639737.0349209575,4418655.41711732,17.0,S
loca2023_grid1_5,measured (accurate) position of deployed loca recorder,39.90509449,-79.36638409,708.606,742.662,,,,loca2023_grid1,,,,,,,,,,639641.2105862584,4418500.996415179,17.0,S
