,year,cluster_reviewed,5/15,5/16,5/17,5/18,5/19,5/20,5/21,5/22,5/23,5/24,5/25,5/26,reviewer,notes
218,2022,RK730_0,,,,,,,,,,,,,SL,
218,2023,RK730_0,,,,1,,1,1,1,1,1,1,,SL,
218,2024,RK730_0,,,,,,,,,,,,,SL,
219,2021,RK730_1,,,,,,,,,,,,,SL,
219,2022,RK730_1,,,,,,,,,,,,,SL,
219,2023,RK730_1,,,,,,,,,,,,,SL,
219,2024,RK730_1,1,1,1,1,1,1,1,1,1,1,1,1,SL,
220,2021,RK730_2,,,,,,,,,,,,,SL,
220,2022,RK730_2,,,,,,,,,,,,,SL,
220,2023,RK730_2,1,1,,,1,1,,1,1,,,,SL,
220,2024,RK730_2,,,,,,,,,,,,,SL,
221,2021,RK730_3,1,1,1,1,1,1,1,1,1,1,1,,SL,
221,2022,RK730_3,,,,,,,,,,,,,SL,
221,2023,RK730_3,,,,,,,,,,,,,SL,
221,2024,RK730_3,,,,,,,,,,,,,SL,
222,2021,RK730_4,,,,,,1,,1,1,,,,SL,
222,2022,RK730_4,1,,,,,,,,,,,,SL,
222,2023,RK730_4,,,,,,1,,1,,,,,SL,
222,2024,RK730_4,,,,,,,,,,,,,SL,
223,2021,RK730_6,,,,,,1,,1,,,,,SL,
223,2022,RK730_6,1,1,1,1,1,1,,1,1,1,1,1,SL,
223,2023,RK730_6,1,1,1,1,,,1,,,,,1,SL,
223,2024,RK730_6,,1,,,,1,1,1,,1,1,,SL,
224,2021,RK731_0,,,,,,,,,,,,,SL,
224,2022,RK731_0,1,1,1,1,1,,1,1,1,1,1,1,SL,
224,2023,RK731_0,,,,,,,,,,,,,SL,
224,2024,RK731_0,,,,,,,1,,,,,,SL,
225,2021,RK731_1,,,,,,,,,,,,,SL,
225,2022,RK731_1,,,,,,,,,,,,,SL,
225,2023,RK731_1,,,,,,,,,,1,,,SL,
225,2024,RK731_1,,,,,,,,,,,,,SL,
226,2021,RK731_2,,,,,,,,,,,,,SL,
226,2022,RK731_2,,,,,,,,,,,,,SL,
226,2023,RK731_2,1,,1,1,,,1,1,1,1,1,1,SL,
226,2024,RK731_2,,,,,,,,,,,,,SL,
227,2021,RK731_3,,,,,,,,,,,,,SL,
227,2022,RK731_3,,,,,,,1,1,1,1,1,1,SL,
227,2023,RK731_3,,,,,,,,,,,,,SL,
227,2024,RK731_3,,,,,,,,,,,,,SL,
228,2021,RK731_4,,,,,,,,,,,,,SL,
228,2022,RK731_4,,,,,,,,,,,,,SL,
228,2023,RK731_4,1,1,1,1,,1,,1,1,1,,1,SL,
228,2024,RK731_4,,,,,,,,,,,,,SL,
229,2021,RK731_6,1,1,1,1,1,1,,,,,,,SL,
229,2022,RK731_6,,,,,,,,1,,,,,SL,
229,2023,RK731_6,,,,,,,,,,,,,SL,
229,2024,RK731_6,,,,,,,,,,,,,SL,
230,2021,RK731_8,,,,,,,,,,,,,SL,
230,2022,RK731_8,,,,,,,,,,,,,SL,
230,2023,RK731_8,,,,,1,,1,1,1,1,,,SL,
230,2024,RK731_8,,1,,1,1,1,1,,,,,1,SL,
231,2021,RK732_0,,,,,,,,,,,,,SL,
231,2022,RK732_0,,,,,,,,,,,,,SL,
231,2023,RK732_0,,,,,,,,,,,,,SL,
231,2024,RK732_0,,1,1,1,1,1,1,1,1,1,1,1,SL,
232,2021,RK732_1,,,,,,1,,1,1,1,,1,SL,
232,2022,RK732_1,1,,1,,,,,,,,,,SL,
232,2023,RK732_1,1,,,1,,,,1,1,1,1,1,SL,
232,2024,RK732_1,,,,,,,,,,,,,SL,
233,2021,RK732_2,,,,,,,,,,,,,SL,
233,2022,RK732_2,,,,,,,,,,,,,SL,
233,2023,RK732_2,,,,,,,,,,,,,SL,
233,2024,RK732_2,,,1,,,,1,,,,,,SL,
234,2021,RK732_3,,,,,,,,,,1,,,SL,
234,2022,RK732_3,,,1,1,1,1,1,1,1,1,1,1,SL,
234,2023,RK732_3,1,1,1,1,1,1,1,1,1,1,1,1,SL,
234,2024,RK732_3,1,1,1,,,,1,1,,1,1,1,SL,
235,2021,RK732_5,,,,,,,,,,,,1,SL,
235,2022,RK732_5,1,1,1,1,1,1,1,1,1,1,1,1,SL,
235,2023,RK732_5,,,,,,,1,,1,,,,SL,
235,2024,RK732_5,,,,,,,,,,,,,SL,
236,2021,RK732_6,1,1,1,1,1,1,1,1,1,1,1,1,SL,
236,2022,RK732_6,1,1,1,1,1,1,1,1,1,1,1,1,SL,
236,2023,RK732_6,,,,,,,,,,,,,SL,
236,2024,RK732_6,,,,,,,,,,,,,SL,
237,2021,RK733_0,,,,,,,,,,,,,SL,
237,2022,RK733_0,,,,,,,,,,,,,SL,
237,2023,RK733_0,,,,,1,1,1,1,1,1,1,1,SL,
237,2024,RK733_0,1,1,1,1,1,1,1,1,1,1,1,1,SL,
238,2021,RK733_1,,,,,,,,,,,,,SL,
238,2022,RK733_1,,,,,,,,,,,,,SL,
238,2023,RK733_1,,,,,,,,,,,,,SL,
238,2024,RK733_1,,1,,,1,,,,,1,,,SL,
239,2021,RK733_2,,,,,,,,,,,1,1,SL,
239,2022,RK733_2,1,,,,1,1,1,1,1,1,,1,SL,
239,2023,RK733_2,1,1,,,,1,1,1,,,,1,SL,
239,2024,RK733_2,,,,1,1,1,1,1,1,,1,,SL,
240,2021,RK733_3,,1,,,1,,1,1,,,1,1,SL,
240,2022,RK733_3,1,,1,,,,,,,,,1,SL,
240,2023,RK733_3,,,,,,,,,,,,,SL,
240,2024,RK733_3,,,,,,,,,,,,,SL,
241,2021,RK733_5,1,1,1,1,1,1,,1,,1,1,1,SL,
241,2022,RK733_5,1,1,1,1,1,1,,1,1,1,1,1,SL,
241,2023,RK733_5,,,,,,,,,,,,,SL,
241,2024,RK733_5,,,,,,,,,,,,,SL,
242,2021,RK734_0,,,,,,,,,,,,,SL,
242,2022,RK734_0,,,,,,,,,,,,,SL,
242,2023,RK734_0,1,,1,1,1,1,1,1,1,1,1,,SL,
242,2024,RK734_0,,,,,1,1,,,1,,1,,SL,
243,2021,RK734_1,,,1,1,,,,,,,,,SL,
243,2022,RK734_1,,,,,,,,,,,,,SL,
243,2023,RK734_1,,,,,,,,,,,,,SL,
243,2024,RK734_1,,,,,,,,,,,,,SL,
244,2021,RK734_2,,,,,,,,,,,,,SL,
244,2022,RK734_2,,,,,,,,,,,,,SL,
244,2023,RK734_2,,,,,,,,,,,,,SL,
244,2024,RK734_2,,,,,1,,1,1,1,1,1,1,SL,
245,2021,RK734_4,1,1,1,1,1,1,1,1,1,1,1,1,SL,
245,2022,RK734_4,1,1,1,1,1,1,,1,1,1,1,1,SL,
245,2023,RK734_4,1,1,,,,1,1,,,,1,1,SL,
245,2024,RK734_4,,,,,,,,,,,,,SL,
246,2021,RK734_5,,,,,1,1,1,,,,,,SL,
246,2022,RK734_5,1,1,1,1,1,1,1,1,1,1,1,1,SL,
246,2023,RK734_5,,,,,,,,,,,,,SL,
246,2024,RK734_5,,,,,,,,,,,,,SL,
247,2021,RK734_6,,,,,,,,,,,,,SL,
247,2022,RK734_6,,,,,,,,,,,,,SL,
247,2023,RK734_6,,,,,1,1,,1,1,1,1,1,SL,
247,2024,RK734_6,,,,,,,,,,,,,SL,
248,2021,RK735_1,1,1,1,1,1,1,1,1,1,1,,1,SL,
248,2022,RK735_1,1,1,1,1,1,1,1,1,1,1,1,1,SL,
248,2023,RK735_1,1,1,1,1,,,1,,1,1,,,SL,
248,2024,RK735_1,1,1,1,1,1,1,1,1,1,1,1,1,SL,
249,2021,RK735_2,,,,,,,,,,,,,SL,
249,2022,RK735_2,,,,,,,,,,,,,SL,
249,2023,RK735_2,1,1,1,1,1,1,1,1,1,1,1,1,SL,
249,2024,RK735_2,,,,,,,,,,,,,SL,
250,2021,RK736_0,,,,,,,,,,,,,SL,
250,2022,RK736_0,,,,,,,,,,,,,SL,
250,2023,RK736_0,1,1,1,1,1,1,,,,1,1,1,SL,
250,2024,RK736_0,1,1,1,1,1,1,1,1,1,1,1,,SL,
251,2021,RK736_2,1,1,,1,1,1,1,1,1,,1,1,CC,
251,2022,RK736_2,,,1,1,1,1,1,1,1,1,1,1,CC,
251,2023,RK736_2,,,,,,,,,,,,,CC,
251,2024,RK736_2,,,,,,,,,,,,,CC,
252,2021,RK738_0,,,,,,,,,,,,,CC,
252,2022,RK738_0,,,,,,,,1,1,1,1,1,CC,
252,2023,RK738_0,,,,,1,1,1,1,1,1,,1,CC,
252,2024,RK738_0,,,,,,,,,,,,,CC,
253,2021,RK738_1,1,1,1,1,1,1,1,1,1,1,1,1,CC,
253,2022,RK738_1,,,,,,,,,,,,,CC,
253,2023,RK738_1,,,,,,,,,,,,,CC,
253,2024,RK738_1,,,,,,,,,,,,,CC,
254,2021,RK738_2,,,1,1,1,,1,,,,1,,CC,
254,2022,RK738_2,,,,1,1,1,1,1,1,1,1,1,CC,
254,2023,RK738_2,1,1,1,1,1,1,1,,,,,1,CC,
254,2024,RK738_2,,,,,,,,,,,,,CC,
255,2021,RK738_3,,,,,,,,,,,,,CC,
255,2022,RK738_3,1,1,,,,,,1,,1,1,,CC,
255,2023,RK738_3,,,,,,,,,,,,,CC,
255,2024,RK738_3,,,,,,,,,,,,,CC,
256,2021,RK738_4,,,,,,,,,,,,,CC,
256,2022,RK738_4,1,1,1,1,1,1,1,1,1,1,1,1,CC,
256,2023,RK738_4,1,1,1,1,1,1,1,1,1,1,1,1,CC,
256,2024,RK738_4,1,1,1,1,1,1,1,1,1,1,1,1,CC,
257,2021,RK738_5,,,,,,,,,,,,,CC,
257,2022,RK738_5,,,,,,,,,,,,,CC,
257,2023,RK738_5,1,,1,1,1,,1,1,1,1,,1,CC,
257,2024,RK738_5,,1,1,,1,1,1,1,1,1,1,1,CC,
258,2021,RK738_6,,,,,,,,,,,,,CC,
258,2022,RK738_6,,,,,,,,,,,,,CC,
258,2023,RK738_6,,,,,,,,,,,,,CC,
258,2024,RK738_6,1,1,1,1,1,1,1,1,1,,,,CC,
259,2021,RK738_7,,,,,,,,,,,,,CC,
259,2022,RK738_7,,,,1,,1,1,1,1,1,1,1,CC,
259,2023,RK738_7,,,,,,1,,1,,1,,1,CC,
259,2024,RK738_7,,1,1,,,1,1,1,1,,,,CC,
260,2021,RK739_0,,,1,1,1,1,1,1,1,1,,1,CC,
260,2022,RK739_0,,,,,,,,,,,,,CC,
260,2023,RK739_0,,,,,,,,,,,,,CC,
260,2024,RK739_0,,,,,,,,,,,,,CC,
261,2021,RK739_1,,,,,,,,,,,,,CC,
261,2022,RK739_1,1,1,1,1,1,1,1,1,1,1,1,1,CC,
261,2023,RK739_1,1,1,1,1,1,1,1,1,1,1,,,CC,
261,2024,RK739_1,1,1,1,1,1,1,1,1,1,1,1,1,CC,
262,2021,RK739_2,,,,,,,,1,1,1,1,1,CC,
262,2022,RK739_2,,,,,,,,,,,,,CC,
262,2023,RK739_2,,,,,,,,,,,,,CC,
262,2024,RK739_2,,,,,,,,,,,,,CC,
263,2021,RK739_3,,,,,,,,,,,,,CC,
263,2022,RK739_3,,,,,,,,,,,,,CC,
263,2023,RK739_3,1,1,1,1,1,,1,1,,1,,,CC,
263,2024,RK739_3,,,,,,1,,1,,,,,CC,
264,2021,RK739_4,,,,,,,,,,,,,CC,
264,2022,RK739_4,,1,1,1,1,1,1,1,1,1,1,1,CC,
264,2023,RK739_4,1,1,1,1,1,1,1,1,1,1,,,CC,
264,2024,RK739_4,1,1,,1,1,1,1,1,1,1,1,1,CC,
265,2021,RK739_5,1,1,1,1,1,1,1,1,1,1,1,1,CC,
265,2022,RK739_5,,,,,,,,,,,,,CC,
265,2023,RK739_5,,,,,,,,,,,,,CC,
265,2024,RK739_5,,,,,,,,,,,,,CC,
266,2021,RK741_0,1,1,1,1,1,1,1,1,1,,1,1,CC,
266,2022,RK741_0,1,1,1,1,,1,1,1,1,1,1,1,CC,
266,2023,RK741_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
266,2024,RK741_0,1,1,,1,1,1,,1,1,1,1,1,CC,
267,2021,RK741_1,1,,,,1,,,,1,,,,CC,
267,2022,RK741_1,,,,,,,,,,1,,1,CC,
267,2023,RK741_1,,,,,,,,,,1,,1,CC,
267,2024,RK741_1,1,1,1,1,1,1,1,1,,1,1,1,CC,
268,2021,RK741_2,,,,,,,,,,,,,CC,
268,2022,RK741_2,,,,,,,,,,,,,CC,
268,2023,RK741_2,,,,,,,,,,,,,CC,
268,2024,RK741_2,1,1,,,,,,,,,,,CC,
269,2021,RK742_0,1,1,1,,,,1,1,1,,,1,CC,
269,2022,RK742_0,1,1,1,1,1,1,1,1,1,1,,,CC,
269,2023,RK742_0,,,,,,1,,,1,,,1,CC,
269,2024,RK742_0,1,,1,,,,1,1,1,1,1,1,CC,
270,2021,RK742_1,1,1,1,1,1,1,1,1,,,,,CC,
270,2022,RK742_1,,,,,,,1,,,,,,CC,
270,2023,RK742_1,,,,,,,,,,,,,CC,
270,2024,RK742_1,,,,,,,,,,,,,CC,
271,2021,RK745_0,,1,1,1,1,1,1,1,1,1,1,,CC,
271,2022,RK745_0,,,1,,1,1,,1,,1,,1,CC,
271,2023,RK745_0,,,,,,,,,,,,,CC,
271,2024,RK745_0,,,,,,,,,,,,,CC,
272,2021,RK745_1,,1,1,1,,,1,,,1,,,CC,
272,2022,RK745_1,1,,,,1,,1,,1,1,1,1,CC,
272,2023,RK745_1,,,,,,,,,,,,,CC,
272,2024,RK745_1,,,,,,,,,,,,,CC,
273,2021,RK745_2,,,,,,,,,,,,,CC,
273,2022,RK745_2,,,,,,,,,,,,,CC,
273,2023,RK745_2,,1,,,1,1,1,1,1,1,,,CC,
273,2024,RK745_2,1,1,1,1,1,1,1,1,1,1,1,,CC,
274,2021,RK745_3,,,,,,,,,,,,,CC,
274,2022,RK745_3,,,,1,1,1,1,1,1,1,1,1,CC,
274,2023,RK745_3,1,1,1,1,1,,1,,,,,,CC,
274,2024,RK745_3,1,,,,1,,,,,,,,CC,
275,2021,RK747_0,,,,,,,,,,,,,CC,
275,2022,RK747_0,,,,,,,,,,,,,CC,
275,2023,RK747_0,,,,,,,,,,,,,CC,
275,2024,RK747_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
276,2021,RK747_1,,1,1,,,,,1,1,1,,1,CC,
276,2022,RK747_1,1,1,1,1,1,1,1,1,1,1,1,1,CC,
276,2023,RK747_1,,,,,,,,,,,,,CC,
276,2024,RK747_1,,,,,,,,,,,,,CC,
277,2021,RK747_2,,1,1,,,,1,1,1,,,1,CC,
277,2022,RK747_2,,,,,1,1,,1,1,1,1,,CC,
277,2023,RK747_2,,,,,,,,,,,,,CC,
277,2024,RK747_2,1,1,1,,,,,,,,1,1,CC,
278,2021,RK747_3,,,,,,,,,,1,,,CC,
278,2022,RK747_3,,1,,,,,,,,,,,CC,
278,2023,RK747_3,,,1,1,1,,1,1,1,1,1,1,CC,
278,2024,RK747_3,,,,,,,,,,,,,CC,
279,2021,RK747_4,1,1,1,1,1,1,1,1,1,1,1,1,CC,
279,2022,RK747_4,,,,,,,,,,,,,CC,
279,2023,RK747_4,,,,,,,,,,,,,CC,
279,2024,RK747_4,,,,,,,,,,,,,CC,
280,2021,RK747_5,,,,,,,,,,,,,CC,
280,2022,RK747_5,,1,1,1,1,1,,,,1,1,1,CC,
280,2023,RK747_5,,,,,,,,,,,,,CC,
280,2024,RK747_5,,,,,,,,,,,,,CC,
281,2021,RK749_0,,,,,,,,,,,,,CC,
281,2022,RK749_0,,,,,1,1,1,1,1,1,1,1,CC,
281,2023,RK749_0,,,,,,,,,,,,,CC,
281,2024,RK749_0,,,,,,,,,,,,,CC,
282,2021,RK749_1,,,,,,,,,,,,,CC,
282,2022,RK749_1,1,1,1,1,,1,,1,1,1,1,1,CC,
282,2023,RK749_1,,,,,,,,,,,,,CC,
282,2024,RK749_1,,,,,,,,,,,,,CC,
283,2021,RK749_2,,,,,,,,,,,,,CC,
283,2022,RK749_2,1,1,1,1,1,1,1,1,1,,1,1,CC,
283,2023,RK749_2,1,1,1,1,1,,,1,1,,,,CC,
283,2024,RK749_2,1,1,1,,,,,,,,,1,CC,
284,2021,RK752_0,,,,,,,,,,,,,CC,
284,2022,RK752_0,1,1,1,,,,,,1,1,1,1,CC,
284,2023,RK752_0,,,,,,1,1,1,,,,,CC,
284,2024,RK752_0,,,,,1,,,1,,,,,CC,
285,2021,RK752_1,,,,,,,,,,,,,CC,
285,2022,RK752_1,1,1,1,,1,,,1,,,1,1,CC,
285,2023,RK752_1,1,,1,,,,1,1,1,1,1,1,CC,
285,2024,RK752_1,,,,,,,,,,,,,CC,
286,2021,RK752_2,1,1,,1,,,1,,,,1,1,CC,
286,2022,RK752_2,,,,,,,,,,,,,CC,
286,2023,RK752_2,,,,,,,,,,,,,CC,
286,2024,RK752_2,,,,,,,,,,,,,CC,
287,2021,RK752_3,1,1,1,1,1,1,1,1,1,1,1,1,CC,
287,2022,RK752_3,1,1,1,1,1,1,1,1,1,1,1,1,CC,
287,2023,RK752_3,1,1,1,1,1,1,1,1,1,1,1,1,CC,
287,2024,RK752_3,1,1,1,1,1,1,1,1,1,1,1,1,CC,
288,2021,RK753_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
288,2022,RK753_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
288,2023,RK753_0,1,1,1,1,1,1,1,1,1,,,1,CC,
288,2024,RK753_0,,,,,,,,,,,,,CC,
289,2021,RK753_1,,,1,,1,1,1,1,1,,,1,CC,
289,2022,RK753_1,,,1,1,1,1,1,1,1,1,1,,CC,
289,2023,RK753_1,,,,,,,1,1,1,,,,CC,
289,2024,RK753_1,1,1,1,1,1,1,,1,1,1,1,,CC,
290,2021,RK758_1,,,,,,,,,,,,,CC,
290,2022,RK758_1,,,,,,,,,,,,,CC,
290,2023,RK758_1,,,,,,,,,,,,,CC,
290,2024,RK758_1,1,1,1,1,1,1,1,1,1,1,1,,CC,
291,2021,RK758_2,,,,1,,1,1,1,1,1,1,1,CC,
291,2022,RK758_2,1,,1,1,1,1,1,1,1,1,1,1,CC,
291,2023,RK758_2,1,1,1,1,1,1,1,1,1,1,1,1,CC,
291,2024,RK758_2,,,,,,,,,,,,,CC,
292,2021,RK758_4,,,1,1,1,1,,1,1,1,1,1,CC,
292,2022,RK758_4,,,1,,,,,,1,,1,,CC,
292,2023,RK758_4,,,,,,,,,,,,,CC,
292,2024,RK758_4,,,,,,,,,,,,,CC,
293,2021,RK758_7,,,,,,,,,,,,,CC,
293,2022,RK758_7,,,,,,,1,1,1,1,,,CC,
293,2023,RK758_7,,,,,,,,,,,,,CC,
293,2024,RK758_7,,,,,,,,,,,,,CC,
294,2021,RK759_0,,1,1,1,1,1,1,1,,1,1,1,CC,
294,2022,RK759_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
294,2023,RK759_0,1,,,,1,1,1,1,1,1,1,1,CC,
294,2024,RK759_0,,,1,1,1,1,1,1,1,1,1,1,CC,
295,2021,RK759_1,,,,,,,,,,,,,CC,
295,2022,RK759_1,,,,,,,,,,,,,CC,
295,2023,RK759_1,,,,,,,,,,,,,CC,
295,2024,RK759_1,,,,,,1,1,1,1,1,,1,CC,
296,2021,RK759_2,,1,,,1,1,1,1,1,1,1,1,CC,
296,2022,RK759_2,,,,,,,,,,,,,CC,
296,2023,RK759_2,,,,,,,,,,,,,CC,
296,2024,RK759_2,,,,,,,,,,,,,CC,
297,2021,RK760_0,1,1,1,1,1,1,1,1,,1,,,CC,
297,2022,RK760_0,,,,,,,,,,,,,CC,
297,2023,RK760_0,,,,,,,,,,,,,CC,
297,2024,RK760_0,,,,,,,,,,,,,CC,
298,2021,RK760_1,,1,1,1,1,1,1,1,,,,,CC,
298,2022,RK760_1,,,,,,,,,,,,,CC,
298,2023,RK760_1,,,,,,,,,,,,,CC,
298,2024,RK760_1,,,,,,,,,,,,,CC,
299,2021,RK760_2,,,,,,,,,,,,,CC,
299,2022,RK760_2,,,,,,,,,,,,,CC,
299,2023,RK760_2,1,1,1,1,1,1,1,1,1,1,1,1,CC,
299,2024,RK760_2,1,1,1,1,1,1,1,1,1,1,1,1,CC,
300,2021,RK760_3,,,,,,,,,,,,,CC,
300,2022,RK760_3,1,1,1,1,,1,,1,,1,1,,CC,
300,2023,RK760_3,,,,,,,,,,,,,CC,
300,2024,RK760_3,,,,,,,,,,,,,CC,
301,2021,RK760_4,,,,,,,,,,,,,CC,
301,2022,RK760_4,1,1,1,,1,1,1,1,1,1,1,1,CC,
301,2023,RK760_4,,1,,,,,1,1,1,1,1,1,CC,
301,2024,RK760_4,,,,,,,,,,,,,CC,the only clip here is a different song
302,2021,RK760_7,,,,,,1,,,,,,1,CC,
302,2022,RK760_7,,1,,,1,1,1,1,1,,,1,CC,
302,2023,RK760_7,,1,1,1,1,1,1,1,1,1,1,1,CC,
302,2024,RK760_7,1,1,1,1,1,,1,1,1,1,1,1,CC,
303,2021,RK888_0,,,,,,,,,,,,,CC,
303,2022,RK888_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
303,2023,RK888_0,1,1,1,,,1,,1,,,,1,CC,
303,2024,RK888_0,1,1,1,,1,1,1,,,1,1,,CC,
304,2021,RK888_1,,,1,1,1,1,1,1,1,1,1,,CC,
304,2022,RK888_1,,,,,,,,,,,,,CC,
304,2023,RK888_1,,,,,,,,,,,,,CC,
304,2024,RK888_1,,,,,,,,,,,,,CC,I think the single clip here is a different but similar song
305,2021,RK888_2,1,1,1,1,1,1,1,,,1,1,1,CC,
305,2022,RK888_2,,,1,1,1,1,1,1,1,1,1,,CC,
305,2023,RK888_2,,1,1,,1,,1,,1,,,,CC,
305,2024,RK888_2,,,1,1,1,,1,1,1,1,,,CC,
306,2021,RK890_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
306,2022,RK890_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
306,2023,RK890_0,,,,,,,,,,,,,CC,
306,2024,RK890_0,,,,,,,,,,,,,CC,
307,2021,RK890_2,,,,,,1,,1,,,,,CC,
307,2022,RK890_2,,,,,,,,,,,,,CC,
307,2023,RK890_2,1,1,1,,1,1,1,1,1,1,1,1,CC,
307,2024,RK890_2,,,,,,,,,,,,,CC,
308,2021,RK890_3,,,,,,,,,,,,,CC,
308,2022,RK890_3,,,,,,,,,,,,,CC,
308,2023,RK890_3,1,1,1,1,1,1,1,1,1,1,1,1,CC,
308,2024,RK890_3,1,1,1,,,,1,1,1,1,1,1,CC,
309,2021,RK893_0,1,1,1,1,,,,1,1,1,1,1,CC,
309,2022,RK893_0,1,1,1,1,1,,,,1,,1,1,CC,
309,2023,RK893_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
309,2024,RK893_0,1,1,1,1,1,,1,,,1,1,1,CC,
310,2021,RK893_1,1,,,1,,1,1,1,1,1,1,1,CC,
310,2022,RK893_1,1,1,1,1,1,,1,1,,1,1,1,CC,
310,2023,RK893_1,1,1,1,1,1,1,1,,1,1,1,,CC,
310,2024,RK893_1,,,,,,,,,,,,,CC,
311,2021,RK893_5,1,1,,1,1,1,,1,,,,,CC,
311,2022,RK893_5,1,1,1,1,1,1,,,,,,,CC,
311,2023,RK893_5,1,1,1,,,,,,,,,,CC,
311,2024,RK893_5,1,1,1,1,1,,1,1,,,,,CC,
312,2021,RK895_0,,,,,,,,,,,,,CC,
312,2022,RK895_0,1,1,1,,1,,1,1,1,,1,1,CC,
312,2023,RK895_0,1,1,1,1,1,1,1,1,1,1,,1,CC,
312,2024,RK895_0,,1,1,1,1,1,,1,,1,1,1,CC,
313,2021,RK902_0,,,,,,,,,,,,,CC,
313,2022,RK902_0,1,,1,1,,,,1,,1,1,1,CC,
313,2023,RK902_0,,,,,,,,,,,,,CC,
313,2024,RK902_0,,,,,,,,,,,,,CC,
314,2021,RK902_1,,,,,,,,,,,,,CC,"poor quality clips, I think they are a different bird but I could be wrong"
314,2022,RK902_1,1,1,1,1,1,1,1,1,1,1,1,1,CC,
314,2023,RK902_1,1,1,1,1,,1,,1,1,1,1,,CC,
314,2024,RK902_1,,,1,1,1,,,,,,,,CC,
315,2021,RK902_2,,,,,,,,,,,,,CC,
315,2022,RK902_2,,,,,,,,,,,,,CC,
315,2023,RK902_2,,,,,,,,,,,,,CC,
315,2024,RK902_2,1,1,1,1,1,1,1,,,1,1,,CC,
316,2021,RK902_4,,,,,,,,,,,,,CC,
316,2022,RK902_4,,1,1,1,,1,1,1,1,,1,1,CC,
316,2023,RK902_4,,1,,,,,,,,1,1,,CC,
316,2024,RK902_4,,,,,,,,,,,,,CC,
317,2021,RK906_0,,,,,,,,,,,,,CC,single clip is a different bird
317,2022,RK906_0,,,,,,,,,,,,,CC,single clip is a different bird
317,2023,RK906_0,,1,1,1,1,1,1,1,1,1,1,1,CC,
317,2024,RK906_0,1,1,1,,1,1,,1,1,1,1,,CC,05/21 looks like a different bird
318,2021,RK906_1,,,,,,,,,1,,1,1,CC,second clip for the verified cluster clips does not belong
318,2022,RK906_1,1,1,,,,,1,1,1,1,1,1,CC,second clip for the verified cluster clips does not belong
318,2023,RK906_1,,,1,,1,,,1,,,,,CC,"second clip for the verified cluster clips does not belong, 2023-05-18 is this same clip"
318,2024,RK906_1,,,,,,,,,,,,,CC,second clip for the verified cluster clips does not belong. Only clip for 2024 is different song
319,2021,RK906_2,,,,,,,,,,,,,CC,
319,2022,RK906_2,,,,,,,,,,,,,CC,
319,2023,RK906_2,1,1,1,1,,,1,,1,,,1,CC,
319,2024,RK906_2,1,1,1,1,,,1,1,1,1,1,,CC,
320,2021,RK908_0,,,,,,,,,,,,,CC,
320,2022,RK908_0,,,,,,,,,,,,,CC,
320,2023,RK908_0,,,,,,,,,,,,,CC,
320,2024,RK908_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
321,2021,RK908_1,,,,,,,,,,,,,CC,
321,2022,RK908_1,1,1,1,1,1,1,1,1,1,,1,1,CC,
321,2023,RK908_1,,,,,,,,,,,,,CC,
321,2024,RK908_1,,,,,,,,,,,,,CC,
322,2021,RK908_2,1,1,1,1,1,1,1,1,,1,1,1,CC,
322,2022,RK908_2,,,,,,,,,,,,,CC,
322,2023,RK908_2,,,,,,,,,,,,,CC,single clip is clearly a different song
322,2024,RK908_2,,,,,,,,,,,,,CC,
323,2021,RK908_3,,,,,,,,,,,,,CC,5th clip in the verified top row does not match. Different bird in 2021
323,2022,RK908_3,,,,,,,,,,,,,CC,5th clip in the verified top row does not match
323,2023,RK908_3,1,1,,1,1,1,1,1,1,1,1,1,CC,5th clip in the verified top row does not match
323,2024,RK908_3,1,1,1,1,1,,1,,,,1,,CC,5th clip in the verified top row does not match
324,2021,RK910_0,1,1,1,1,1,1,,,,,,1,CC,
324,2022,RK910_0,,,,,,,,,,,,,CC,
324,2023,RK910_0,,,,,,,,,,,,,CC,
324,2024,RK910_0,,,,,,,,,,,,,CC,
325,2021,RK910_2,,,,,,,,,,,,,CC,
325,2022,RK910_2,,,,,,,,,,,,,CC,
325,2023,RK910_2,1,1,1,1,1,1,1,1,1,1,1,1,CC,
325,2024,RK910_2,,1,,,,1,,,1,,,1,CC,
326,2021,RK910_3,,,,,,,,,,,,,CC,
326,2022,RK910_3,,,1,1,1,1,,,1,1,1,1,CC,
326,2023,RK910_3,,,,,1,,,,,,,,CC,
326,2024,RK910_3,1,1,1,1,1,1,1,1,1,1,1,,CC,
327,2021,RK910_4,,,,,,,,,,,,,CC,
327,2022,RK910_4,1,1,1,1,1,1,1,1,1,1,1,1,CC,
327,2023,RK910_4,,,,,,,,,,,,,CC,
327,2024,RK910_4,,,1,,,,,,,,,,CC,
328,2021,RK913_0,,,,,,,,,,,,,CC,
